i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6,vx,vy,vz
0.141,0.1305,-0.0105,-0.136,0.0755,0.0605,0.121,0.1015,0.076,-0.128,-0.132,-0.165,-0.2395,-0.1095,-0.0645
0.121,0.133,0.012,-0.127,0.0545,0.0725,0.124,0.1065,0.08,-0.1245,-0.1295,-0.163,-0.2385,-0.1045,-0.064
0.117,0.1295,0.0125,-0.123,0.052,0.071,0.124,0.107,0.08,-0.124,-0.1295,-0.1635,-0.2385,-0.1035,-0.065
0.114,0.14,0.026,-0.1265,0.044,0.083,0.129,0.1145,0.0855,-0.1195,-0.1275,-0.1595,-0.239,-0.1,-0.066
0.124,0.1445,0.0205,-0.134,0.052,0.0825,0.13,0.116,0.086,-0.121,-0.1275,-0.161,-0.2395,-0.0995,-0.066
0.144,0.135,-0.009,-0.1395,0.076,0.063,0.122,0.11,0.079,-0.13,-0.137,-0.1705,-0.24,-0.103,-0.067
0.1485,0.1315,-0.017,-0.14,0.083,0.057,0.12,0.109,0.0765,-0.133,-0.1405,-0.1735,-0.241,-0.105,-0.067
0.133,0.1285,-0.0045,-0.131,0.069,0.062,0.1235,0.1145,0.0815,-0.126,-0.1345,-0.169,-0.2415,-0.1095,-0.0665
0.1255,0.129,0.004,-0.127,0.0605,0.0665,0.1305,0.12,0.0885,-0.12,-0.13,-0.1655,-0.242,-0.1125,-0.0665
0.1285,0.129,0.0005,-0.1285,0.064,0.0645,0.1285,0.118,0.085,-0.1245,-0.1345,-0.1695,-0.2425,-0.1125,-0.0675
0.128,0.1275,-0.0005,-0.128,0.0645,0.0635,0.127,0.116,0.0835,-0.1295,-0.138,-0.173,-0.243,-0.111,-0.0685
0.118,0.119,0.001,-0.1185,0.0585,0.06,0.13,0.12,0.088,-0.128,-0.1365,-0.17,-0.243,-0.1125,-0.069
0.107,0.1165,0.0095,-0.1115,0.0485,0.063,0.1285,0.125,0.09,-0.125,-0.135,-0.169,-0.2435,-0.1125,-0.068
0.0935,0.1225,0.0295,-0.108,0.032,0.076,0.137,0.1335,0.098,-0.116,-0.127,-0.1605,-0.2425,-0.113,-0.0655
0.095,0.1245,0.0295,-0.1095,0.0325,0.077,0.14,0.1375,0.102,-0.1135,-0.1245,-0.159,-0.2425,-0.1135,-0.0655
0.1245,0.126,0.0015,-0.1255,0.0615,0.0635,0.1335,0.129,0.0945,-0.1215,-0.1325,-0.1705,-0.2445,-0.1115,-0.0675
0.1255,0.1265,0.001,-0.126,0.0625,0.0635,0.133,0.1285,0.094,-0.125,-0.1345,-0.1715,-0.245,-0.1065,-0.069
0.113,0.127,0.014,-0.12,0.0495,0.0705,0.135,0.133,0.0985,-0.123,-0.132,-0.1685,-0.245,-0.1045,-0.0675
0.108,0.131,0.023,-0.1195,0.0425,0.077,0.134,0.1335,0.097,-0.1235,-0.133,-0.17,-0.2445,-0.106,-0.0685
0.0965,0.139,0.0425,-0.1175,0.027,0.091,0.1345,0.137,0.1,-0.12,-0.13,-0.167,-0.2435,-0.1045,-0.0695
0.084,0.1385,0.0545,-0.1115,0.015,0.0965,0.138,0.144,0.1075,-0.114,-0.1255,-0.1615,-0.2425,-0.108,-0.069
0.0665,0.1305,0.064,-0.0985,0.001,0.0975,0.1435,0.15,0.112,-0.1095,-0.121,-0.158,-0.244,-0.1115,-0.07
0.0625,0.1355,0.073,-0.099,-0.005,0.104,0.1465,0.1545,0.116,-0.1045,-0.117,-0.1545,-0.2445,-0.112,-0.0715
0.0685,0.1365,0.068,-0.1025,0.0,0.102,0.144,0.1545,0.114,-0.105,-0.119,-0.157,-0.2445,-0.1125,-0.0715
0.0855,0.1335,0.0475,-0.1095,0.019,0.0905,0.1395,0.1505,0.1085,-0.1115,-0.1245,-0.1635,-0.2455,-0.1095,-0.0725
0.1175,0.1335,0.016,-0.1255,0.0505,0.0745,0.136,0.1475,0.105,-0.1145,-0.1285,-0.169,-0.246,-0.1125,-0.074
0.133,0.1455,0.0125,-0.139,0.06,0.079,0.1305,0.144,0.099,-0.12,-0.1355,-0.174,-0.245,-0.106,-0.074
0.122,0.151,0.0295,-0.1365,0.046,0.0905,0.13,0.1435,0.098,-0.12,-0.1365,-0.176,-0.2445,-0.0965,-0.0735
0.1165,0.138,0.0215,-0.1275,0.0475,0.08,0.129,0.1425,0.1,-0.119,-0.136,-0.176,-0.245,-0.1025,-0.0715
0.1265,0.142,0.0155,-0.1345,0.0555,0.079,0.1205,0.135,0.0915,-0.1255,-0.1445,-0.184,-0.2455,-0.0995,-0.071
0.134,0.1425,0.0085,-0.138,0.063,0.0755,0.115,0.1295,0.0845,-0.131,-0.1505,-0.1895,-0.246,-0.1015,-0.0715
0.138,0.1375,-0.0005,-0.1375,0.0695,0.0685,0.1125,0.1295,0.084,-0.134,-0.1525,-0.192,-0.2465,-0.105,-0.0755
0.117,0.133,0.0165,-0.125,0.0505,0.075,0.1205,0.1365,0.091,-0.1265,-0.1465,-0.187,-0.247,-0.109,-0.079
0.1015,0.1275,0.0255,-0.1145,0.038,0.0765,0.1305,0.1475,0.1005,-0.1175,-0.14,-0.1765,-0.2465,-0.1105,-0.077
0.1045,0.131,0.0265,-0.1175,0.039,0.079,0.13,0.15,0.1015,-0.1175,-0.139,-0.1785,-0.246,-0.1,-0.075
0.106,0.139,0.0335,-0.1225,0.0365,0.086,0.125,0.146,0.099,-0.121,-0.141,-0.181,-0.2445,-0.102,-0.0745
0.1005,0.144,0.043,-0.122,0.0285,0.0935,0.126,0.1495,0.0995,-0.119,-0.1415,-0.1795,-0.245,-0.1025,-0.0745
0.0935,0.139,0.0455,-0.116,0.024,0.0925,0.13,0.1515,0.102,-0.117,-0.139,-0.179,-0.2465,-0.101,-0.076
0.099,0.1445,0.0455,-0.122,0.027,0.095,0.1335,0.1555,0.1055,-0.114,-0.1365,-0.175,-0.2465,-0.1015,-0.075
0.1045,0.151,0.0465,-0.128,0.029,0.0985,0.139,0.1615,0.1105,-0.1095,-0.133,-0.1715,-0.2475,-0.1025,-0.075
0.0975,0.1415,0.044,-0.1195,0.0265,0.093,0.14,0.163,0.112,-0.108,-0.1315,-0.17,-0.2465,-0.1085,-0.0745
0.0925,0.1385,0.046,-0.1155,0.023,0.0925,0.134,0.161,0.1105,-0.1095,-0.133,-0.1715,-0.2465,-0.1065,-0.0725
0.1125,0.1395,0.027,-0.126,0.0425,0.0835,0.1285,0.1565,0.1065,-0.115,-0.1385,-0.177,-0.2475,-0.1045,-0.0735
0.124,0.1405,0.0165,-0.132,0.054,0.0785,0.125,0.1565,0.105,-0.1195,-0.1415,-0.181,-0.248,-0.101,-0.075
0.103,0.1435,0.041,-0.123,0.031,0.092,0.1345,0.1645,0.114,-0.1105,-0.1315,-0.171,-0.2475,-0.099,-0.074
0.0705,0.1425,0.072,-0.1065,-0.0005,0.107,0.1455,0.1765,0.1255,-0.098,-0.121,-0.1605,-0.2485,-0.1055,-0.074
0.061,0.1415,0.0805,-0.101,-0.0095,0.111,0.144,0.1765,0.1245,-0.1,-0.122,-0.162,-0.2485,-0.1045,-0.076
0.059,0.1545,0.0955,-0.1065,-0.018,0.125,0.1425,0.1755,0.1245,-0.101,-0.122,-0.161,-0.2465,-0.095,-0.075
0.0675,0.1745,0.1065,-0.121,-0.0195,0.1405,0.1355,0.1675,0.117,-0.109,-0.1295,-0.1685,-0.2465,-0.085,-0.073
0.105,0.1645,0.0595,-0.135,0.023,0.112,0.1195,0.1495,0.098,-0.1285,-0.147,-0.188,-0.2485,-0.086,-0.073
0.1245,0.1475,0.023,-0.136,0.051,0.085,0.109,0.1425,0.0895,-0.137,-0.1565,-0.1965,-0.249,-0.0905,-0.0725
0.143,0.1545,0.0115,-0.149,0.066,0.083,0.1095,0.143,0.0895,-0.137,-0.1565,-0.1965,-0.248,-0.089,-0.0745
0.1475,0.1625,0.0155,-0.155,0.066,0.089,0.1175,0.1505,0.0945,-0.129,-0.15,-0.19,-0.248,-0.09,-0.074
0.119,0.158,0.039,-0.1385,0.04,0.0985,0.1255,0.1615,0.1045,-0.1205,-0.1395,-0.1795,-0.2465,-0.091,-0.0725
0.117,0.149,0.032,-0.133,0.0425,0.0905,0.1255,0.1615,0.106,-0.121,-0.1385,-0.179,-0.246,-0.093,-0.074
0.1195,0.1425,0.023,-0.131,0.048,0.083,0.1225,0.1595,0.1035,-0.121,-0.1395,-0.18,-0.245,-0.095,-0.074
0.11,0.1445,0.0345,-0.127,0.038,0.0895,0.1215,0.16,0.104,-0.1205,-0.1395,-0.1795,-0.244,-0.0885,-0.0725
0.1145,0.155,0.0405,-0.135,0.037,0.098,0.12,0.1595,0.103,-0.12,-0.1415,-0.181,-0.243,-0.0855,-0.0715
0.12,0.1535,0.0335,-0.137,0.0435,0.0935,0.117,0.1575,0.099,-0.122,-0.144,-0.182,-0.2415,-0.089,-0.0735
0.1175,0.1475,0.03,-0.1325,0.044,0.089,0.119,0.1585,0.1005,-0.121,-0.142,-0.1805,-0.241,-0.092,-0.0735
0.113,0.153,0.04,-0.133,0.0365,0.0965,0.1225,0.166,0.108,-0.115,-0.136,-0.175,-0.241,-0.096,-0.073
0.1185,0.158,0.0395,-0.138,0.0395,0.099,0.1205,0.1625,0.105,-0.117,-0.138,-0.177,-0.241,-0.0915,-0.073
0.133,0.1695,0.0365,-0.1515,0.0485,0.103,0.12,0.161,0.1045,-0.118,-0.1385,-0.1775,-0.2405,-0.087,-0.073
0.1295,0.1695,0.04,-0.1495,0.0445,0.1045,0.1155,0.16,0.103,-0.12,-0.139,-0.1795,-0.2405,-0.084,-0.0745
0.123,0.1695,0.0465,-0.146,0.038,0.1075,0.1135,0.16,0.1025,-0.1185,-0.1385,-0.1785,-0.2395,-0.084,-0.074
0.1295,0.1735,0.044,-0.1515,0.0425,0.1085,0.113,0.1625,0.106,-0.1135,-0.136,-0.1755,-0.238,-0.087,-0.075
0.1155,0.1735,0.058,-0.1445,0.0285,0.1155,0.1125,0.163,0.108,-0.112,-0.1345,-0.1735,-0.2385,-0.0815,-0.075
0.11,0.179,0.069,-0.1445,0.0205,0.124,0.1125,0.1635,0.1085,-0.11,-0.133,-0.1715,-0.2375,-0.078,-0.0745
0.1355,0.179,0.043,-0.157,0.046,0.111,0.1015,0.153,0.1005,-0.1185,-0.142,-0.1805,-0.2345,-0.0785,-0.074
0.144,0.183,0.039,-0.1635,0.0525,0.111,0.0965,0.1495,0.096,-0.122,-0.146,-0.1825,-0.233,-0.0775,-0.073
0.1265,0.18,0.0535,-0.1535,0.0365,0.117,0.1,0.156,0.1,-0.1155,-0.1395,-0.177,-0.232,-0.076,-0.0735
0.118,0.173,0.055,-0.1455,0.0315,0.114,0.104,0.1615,0.1065,-0.1115,-0.1345,-0.1715,-0.231,-0.075,-0.075
0.1165,0.18,0.0635,-0.148,0.0265,0.122,0.1065,0.164,0.109,-0.109,-0.1315,-0.169,-0.23,-0.0685,-0.075
0.1155,0.1785,0.0635,-0.147,0.026,0.121,0.103,0.1615,0.1075,-0.1085,-0.132,-0.17,-0.229,-0.065,-0.074
0.108,0.1735,0.0655,-0.1405,0.0215,0.1195,0.106,0.1645,0.114,-0.1035,-0.1265,-0.163,-0.228,-0.07,-0.0725
0.1015,0.1775,0.0765,-0.1395,0.0125,0.127,0.111,0.169,0.1185,-0.097,-0.12,-0.1585,-0.2275,-0.068,-0.0725
0.1125,0.176,0.0635,-0.1445,0.0245,0.1195,0.1055,0.1635,0.1145,-0.103,-0.124,-0.1625,-0.2255,-0.068,-0.0725
0.0995,0.1655,0.0665,-0.1325,0.0165,0.116,0.1035,0.1595,0.1135,-0.1045,-0.124,-0.163,-0.225,-0.073,-0.0715
0.1,0.161,0.061,-0.1305,0.0195,0.111,0.1025,0.158,0.1125,-0.1035,-0.1225,-0.1625,-0.2255,-0.0785,-0.071
0.117,0.166,0.049,-0.1415,0.034,0.1075,0.1005,0.157,0.113,-0.104,-0.123,-0.1615,-0.223,-0.082,-0.0685
0.1145,0.1745,0.06,-0.1445,0.027,0.1175,0.1005,0.16,0.1145,-0.101,-0.12,-0.1595,-0.2215,-0.0805,-0.072
0.12,0.1775,0.0575,-0.1485,0.031,0.1175,0.095,0.1545,0.1095,-0.1055,-0.1245,-0.1635,-0.2215,-0.073,-0.0715
0.13,0.1785,0.0485,-0.1545,0.0405,0.1135,0.0925,0.1525,0.109,-0.105,-0.126,-0.1625,-0.2185,-0.0725,-0.068
0.145,0.188,0.043,-0.1665,0.051,0.1155,0.0925,0.1535,0.1105,-0.103,-0.124,-0.161,-0.218,-0.0705,-0.07
0.1635,0.192,0.0285,-0.178,0.0675,0.11,0.0865,0.1475,0.106,-0.108,-0.1285,-0.1655,-0.217,-0.067,-0.068
0.162,0.1885,0.0265,-0.175,0.0675,0.1075,0.0825,0.145,0.1035,-0.109,-0.1305,-0.167,-0.216,-0.068,-0.0715
0.1565,0.189,0.033,-0.1725,0.0615,0.111,0.0805,0.143,0.103,-0.1085,-0.1305,-0.168,-0.2145,-0.065,-0.072
0.173,0.197,0.024,-0.185,0.0745,0.1105,0.078,0.1415,0.101,-0.109,-0.1315,-0.1675,-0.2115,-0.066,-0.0685
0.1765,0.1965,0.0195,-0.1865,0.0785,0.108,0.0755,0.1385,0.1,-0.11,-0.132,-0.1665,-0.2105,-0.066,-0.069
0.159,0.1865,0.0275,-0.173,0.066,0.107,0.0735,0.136,0.099,-0.1115,-0.133,-0.1675,-0.211,-0.0645,-0.068
0.1435,0.181,0.038,-0.162,0.0525,0.1095,0.072,0.1365,0.0995,-0.111,-0.132,-0.165,-0.2095,-0.062,-0.068
0.1315,0.1815,0.05,-0.1565,0.041,0.1155,0.079,0.144,0.107,-0.1025,-0.124,-0.157,-0.208,-0.06,-0.068
0.1305,0.188,0.0575,-0.1595,0.0365,0.1225,0.081,0.1475,0.1115,-0.099,-0.118,-0.1515,-0.2055,-0.06,-0.0675
0.127,0.1905,0.0635,-0.159,0.032,0.127,0.0835,0.149,0.114,-0.0955,-0.1135,-0.148,-0.2045,-0.06,-0.0665
0.1395,0.1885,0.049,-0.164,0.0455,0.1185,0.0765,0.1445,0.1095,-0.097,-0.1165,-0.1505,-0.203,-0.0595,-0.0655
0.155,0.188,0.0325,-0.1715,0.061,0.1105,0.063,0.1345,0.1025,-0.106,-0.123,-0.157,-0.2005,-0.0525,-0.063
0.1345,0.1925,0.058,-0.1635,0.038,0.1255,0.074,0.1435,0.1115,-0.097,-0.114,-0.1465,-0.2,-0.049,-0.062
0.128,0.1995,0.0715,-0.1635,0.0285,0.135,0.0765,0.1455,0.114,-0.0935,-0.1105,-0.142,-0.1985,-0.047,-0.0635
0.142,0.199,0.057,-0.1705,0.0425,0.128,0.0675,0.1365,0.107,-0.1005,-0.118,-0.1495,-0.1975,-0.049,-0.065
0.154,0.1985,0.0445,-0.176,0.0545,0.1215,0.0635,0.134,0.1045,-0.1045,-0.1215,-0.1505,-0.1945,-0.0505,-0.065
0.161,0.2065,0.0455,-0.1835,0.0575,0.126,0.0625,0.1355,0.107,-0.1025,-0.1195,-0.1475,-0.1925,-0.0485,-0.0645
0.1655,0.218,0.0525,-0.192,0.0565,0.1355,0.064,0.136,0.109,-0.0985,-0.1145,-0.145,-0.1915,-0.048,-0.064
0.162,0.2155,0.0535,-0.189,0.0545,0.1345,0.0645,0.1395,0.112,-0.0965,-0.1105,-0.1405,-0.191,-0.0495,-0.065
0.1575,0.206,0.049,-0.182,0.0545,0.1275,0.066,0.1425,0.1135,-0.093,-0.108,-0.138,-0.1905,-0.0545,-0.0655
0.1615,0.2065,0.045,-0.184,0.058,0.126,0.0645,0.1405,0.114,-0.093,-0.107,-0.137,-0.189,-0.056,-0.0655
0.168,0.213,0.045,-0.1905,0.0615,0.129,0.0605,0.137,0.1135,-0.094,-0.106,-0.136,-0.186,-0.051,-0.066
0.1585,0.22,0.0615,-0.189,0.0485,0.1405,0.0595,0.136,0.1135,-0.0925,-0.1035,-0.1355,-0.183,-0.0435,-0.064
0.156,0.2195,0.0635,-0.188,0.0465,0.1415,0.0575,0.135,0.114,-0.0935,-0.105,-0.1345,-0.1815,-0.042,-0.0615
0.178,0.2175,0.0395,-0.1975,0.069,0.1285,0.053,0.132,0.1115,-0.0955,-0.106,-0.135,-0.179,-0.0415,-0.0595
0.166,0.2185,0.053,-0.1925,0.0565,0.1355,0.057,0.1355,0.1165,-0.0915,-0.1,-0.13,-0.178,-0.038,-0.06
0.1435,0.22,0.0765,-0.182,0.0335,0.1485,0.06,0.14,0.121,-0.0865,-0.0955,-0.124,-0.177,-0.038,-0.0605
0.144,0.2195,0.075,-0.1815,0.0345,0.147,0.062,0.143,0.1245,-0.0825,-0.089,-0.119,-0.1745,-0.0425,-0.062
0.16,0.221,0.061,-0.1905,0.0495,0.141,0.056,0.1375,0.12,-0.0865,-0.092,-0.1235,-0.173,-0.044,-0.0635
0.1695,0.2265,0.057,-0.198,0.056,0.142,0.0525,0.1345,0.117,-0.089,-0.0955,-0.125,-0.172,-0.038,-0.062
0.164,0.2275,0.0635,-0.1955,0.0505,0.1455,0.0545,0.137,0.119,-0.0845,-0.092,-0.1205,-0.171,-0.0355,-0.0615
0.1665,0.227,0.0605,-0.1965,0.053,0.144,0.049,0.1325,0.115,-0.088,-0.0955,-0.126,-0.171,-0.032,-0.063
0.1665,0.223,0.0565,-0.1945,0.055,0.14,0.047,0.131,0.1155,-0.089,-0.095,-0.125,-0.1695,-0.036,-0.0615
0.1705,0.2195,0.049,-0.195,0.0605,0.134,0.046,0.1315,0.117,-0.086,-0.092,-0.1215,-0.167,-0.041,-0.062
0.1905,0.2265,0.036,-0.2085,0.077,0.1315,0.041,0.1285,0.114,-0.088,-0.0945,-0.1235,-0.165,-0.038,-0.0645
0.208,0.2365,0.0285,-0.2225,0.09,0.1325,0.039,0.128,0.115,-0.0875,-0.0945,-0.1235,-0.161,-0.0375,-0.0615
0.216,0.2335,0.017,-0.225,0.0995,0.1255,0.035,0.125,0.112,-0.0885,-0.0965,-0.1255,-0.159,-0.035,-0.061
0.2145,0.232,0.018,-0.2235,0.0985,0.125,0.0335,0.125,0.112,-0.0875,-0.096,-0.1245,-0.158,-0.0365,-0.0625
0.2,0.2405,0.0405,-0.22,0.0795,0.1405,0.04,0.133,0.1215,-0.08,-0.087,-0.1155,-0.1545,-0.0375,-0.064
0.1955,0.2405,0.045,-0.218,0.075,0.1425,0.043,0.137,0.127,-0.075,-0.0815,-0.1115,-0.152,-0.0375,-0.063
0.1965,0.241,0.0445,-0.2185,0.076,0.143,0.043,0.14,0.129,-0.071,-0.078,-0.1085,-0.15,-0.038,-0.0615
0.21,0.248,0.0375,-0.229,0.0865,0.143,0.041,0.141,0.1305,-0.069,-0.077,-0.1075,-0.1485,-0.036,-0.062
0.219,0.248,0.0285,-0.2335,0.095,0.1385,0.0355,0.1385,0.1295,-0.069,-0.0785,-0.1085,-0.146,-0.0355,-0.0615
0.215,0.251,0.036,-0.233,0.0895,0.1435,0.031,0.1365,0.1255,-0.071,-0.079,-0.109,-0.143,-0.029,-0.0605
0.2155,0.255,0.0395,-0.2355,0.088,0.1475,0.03,0.1365,0.128,-0.0685,-0.076,-0.107,-0.14,-0.027,-0.0605
0.2045,0.2525,0.048,-0.2285,0.078,0.1505,0.0295,0.139,0.1315,-0.0645,-0.0715,-0.1035,-0.1375,-0.025,-0.061
0.2005,0.2605,0.06,-0.2305,0.0705,0.1605,0.0285,0.1425,0.134,-0.0615,-0.0685,-0.101,-0.1355,-0.022,-0.0605
0.2005,0.26,0.0595,-0.2305,0.0705,0.1595,0.0285,0.146,0.138,-0.0575,-0.0655,-0.0965,-0.132,-0.0195,-0.061
0.2085,0.249,0.0405,-0.229,0.084,0.145,0.027,0.1465,0.1395,-0.0565,-0.0635,-0.094,-0.1285,-0.0185,-0.063
0.222,0.245,0.0225,-0.2335,0.1,0.134,0.0225,0.147,0.1405,-0.054,-0.0605,-0.093,-0.126,-0.0305,-0.0615
0.2235,0.2415,0.0185,-0.2325,0.1025,0.13,0.015,0.145,0.141,-0.0525,-0.06,-0.0925,-0.1225,-0.035,-0.0605
0.216,0.2465,0.031,-0.2315,0.0925,0.139,0.0155,0.147,0.146,-0.05,-0.0555,-0.0875,-0.12,-0.0305,-0.062
0.2105,0.2575,0.047,-0.234,0.082,0.152,0.021,0.1545,0.153,-0.042,-0.0465,-0.0795,-0.117,-0.0265,-0.062
0.2165,0.264,0.0475,-0.24,0.0845,0.1555,0.023,0.1585,0.1585,-0.035,-0.0415,-0.0745,-0.1135,-0.026,-0.063
0.2045,0.2655,0.0605,-0.235,0.072,0.163,0.025,0.1655,0.167,-0.0275,-0.0325,-0.0665,-0.11,-0.022,-0.0645
0.1905,0.2615,0.071,-0.226,0.0595,0.1665,0.033,0.175,0.1765,-0.017,-0.0205,-0.0565,-0.1065,-0.0195,-0.0655
0.188,0.261,0.073,-0.2245,0.0575,0.167,0.038,0.1775,0.182,-0.0125,-0.016,-0.0525,-0.103,-0.02,-0.065
0.193,0.2675,0.075,-0.23,0.059,0.1715,0.0335,0.1745,0.181,-0.0125,-0.0165,-0.053,-0.1015,-0.019,-0.0645
0.2185,0.2765,0.058,-0.2475,0.0805,0.1675,0.0295,0.175,0.18,-0.011,-0.0165,-0.054,-0.0995,-0.0215,-0.066
0.2425,0.2795,0.037,-0.261,0.1025,0.1585,0.022,0.171,0.1765,-0.0135,-0.0205,-0.056,-0.095,-0.017,-0.066
0.257,0.2725,0.0155,-0.265,0.121,0.144,0.016,0.166,0.175,-0.0145,-0.021,-0.0565,-0.091,-0.018,-0.066
0.251,0.273,0.022,-0.262,0.1145,0.1475,0.022,0.175,0.1865,-0.004,-0.0085,-0.0455,-0.087,-0.02,-0.0655
0.258,0.275,0.017,-0.2665,0.1205,0.146,0.02,0.1765,0.1905,-0.002,-0.007,-0.043,-0.0825,-0.0195,-0.0655
0.2755,0.2805,0.005,-0.278,0.135,0.1425,0.001,0.161,0.177,-0.017,-0.021,-0.0585,-0.0795,-0.0065,-0.0645
0.2775,0.303,0.0255,-0.2905,0.126,0.1645,-0.013,0.152,0.167,-0.024,-0.0285,-0.0665,-0.076,0.014,-0.0645
0.2745,0.3015,0.027,-0.288,0.1235,0.1645,-0.0095,0.157,0.1745,-0.016,-0.0215,-0.0595,-0.074,0.008,-0.0655
0.259,0.287,0.028,-0.273,0.1155,0.1575,0.0,0.169,0.189,-0.0035,-0.0075,-0.046,-0.071,-0.0015,-0.0665
0.254,0.285,0.031,-0.2695,0.1115,0.158,0.008,0.1785,0.1985,0.0065,0.0035,-0.0335,-0.0665,-0.002,-0.069
0.256,0.284,0.0285,-0.27,0.1135,0.156,0.0085,0.18,0.2005,0.009,0.0065,-0.0325,-0.0635,0.0,-0.0705
0.2595,0.2915,0.032,-0.2755,0.1135,0.1615,0.0045,0.1805,0.2025,0.012,0.0085,-0.03,-0.0605,0.0025,-0.0695
0.2565,0.294,0.0375,-0.275,0.1095,0.1655,0.0055,0.1845,0.207,0.019,0.0165,-0.023,-0.057,0.0035,-0.071
0.285,0.291,0.006,-0.288,0.1395,0.1485,-0.0075,0.1735,0.1985,0.0125,0.0085,-0.0325,-0.053,0.005,-0.072
0.31,0.2905,-0.0195,-0.3005,0.165,0.1355,-0.015,0.168,0.195,0.008,0.004,-0.037,-0.0485,0.0015,-0.0715
0.3005,0.293,-0.008,-0.297,0.1545,0.1425,-0.008,0.1765,0.2045,0.018,0.015,-0.026,-0.045,0.001,-0.0735
0.3025,0.3,-0.0025,-0.3015,0.1525,0.149,-0.0075,0.1785,0.2085,0.024,0.0205,-0.0215,-0.0425,0.006,-0.074
0.2985,0.3025,0.004,-0.3005,0.147,0.153,-0.006,0.182,0.213,0.029,0.0265,-0.017,-0.04,0.0075,-0.073
0.296,0.298,0.0015,-0.297,0.147,0.1495,-0.003,0.187,0.2185,0.037,0.033,-0.009,-0.0365,0.0015,-0.072
0.2965,0.2915,-0.005,-0.294,0.1505,0.1435,-0.0015,0.1895,0.223,0.0415,0.038,-0.005,-0.0335,-0.0015,-0.072
0.2925,0.2915,-0.001,-0.292,0.1465,0.1455,0.0015,0.193,0.2295,0.0475,0.044,0.0,-0.032,-0.001,-0.074
0.2825,0.307,0.0245,-0.295,0.129,0.166,0.004,0.1955,0.233,0.053,0.0485,0.0055,-0.0285,0.008,-0.0755
0.2805,0.318,0.0375,-0.2995,0.1215,0.1775,0.0005,0.1925,0.231,0.053,0.0475,0.005,-0.026,0.0195,-0.0765
0.2895,0.315,0.0255,-0.302,0.132,0.1705,-0.001,0.193,0.2315,0.0555,0.0505,0.007,-0.023,0.02,-0.076
0.2885,0.309,0.0205,-0.2985,0.134,0.1645,-0.0005,0.1935,0.2335,0.0585,0.0555,0.0105,-0.0195,0.0175,-0.0765
0.2795,0.304,0.0245,-0.2915,0.1275,0.164,-0.001,0.1925,0.235,0.06,0.0565,0.0115,-0.0185,0.016,-0.076
0.2965,0.3115,0.015,-0.304,0.141,0.163,-0.007,0.1865,0.234,0.058,0.0535,0.009,-0.016,0.02,-0.0765
0.3165,0.321,0.0045,-0.3185,0.156,0.163,-0.0145,0.179,0.2285,0.055,0.0505,0.006,-0.0135,0.0275,-0.0785
0.309,0.324,0.015,-0.3165,0.147,0.1695,-0.009,0.1835,0.233,0.061,0.056,0.0125,-0.011,0.03,-0.08
0.305,0.3275,0.0225,-0.3165,0.1415,0.175,-0.0055,0.1875,0.2375,0.067,0.062,0.0185,-0.0095,0.0345,-0.08
0.2995,0.329,0.03,-0.314,0.1345,0.1795,-0.005,0.1855,0.2365,0.0675,0.0635,0.02,-0.008,0.0355,-0.081
0.296,0.326,0.03,-0.311,0.133,0.178,-0.0045,0.182,0.2355,0.0665,0.0625,0.0195,-0.0075,0.0335,-0.081
0.3035,0.325,0.0215,-0.3145,0.141,0.1735,-0.009,0.1765,0.23,0.0615,0.06,0.015,-0.007,0.031,-0.0805
0.315,0.333,0.018,-0.324,0.1485,0.175,-0.0105,0.1715,0.229,0.06,0.0595,0.0135,-0.0055,0.034,-0.0795
0.314,0.335,0.021,-0.3245,0.1465,0.178,-0.011,0.1715,0.2295,0.063,0.063,0.017,-0.0035,0.038,-0.0785
0.296,0.335,0.039,-0.3155,0.1285,0.187,-0.0035,0.178,0.2355,0.0715,0.072,0.0265,-0.0015,0.034,-0.079
0.3015,0.333,0.0315,-0.3175,0.135,0.1825,-0.0035,0.1745,0.237,0.072,0.0735,0.0275,0.0,0.032,-0.079
0.3185,0.328,0.0095,-0.3235,0.155,0.1685,-0.007,0.1695,0.232,0.0685,0.0705,0.024,0.0005,0.0325,-0.08
0.2995,0.3265,0.027,-0.313,0.136,0.177,0.0025,0.1735,0.238,0.076,0.077,0.032,0.0005,0.0365,-0.081
0.2885,0.331,0.042,-0.31,0.1235,0.1865,0.004,0.1745,0.241,0.0785,0.0815,0.036,0.001,0.038,-0.0795
0.3005,0.3475,0.0475,-0.324,0.1265,0.1975,0.0105,0.18,0.2465,0.085,0.089,0.0425,0.001,0.0395,-0.079
0.306,0.345,0.039,-0.3255,0.1335,0.192,0.0105,0.176,0.245,0.084,0.0875,0.044,0.0025,0.04,-0.079
0.3145,0.33,0.0155,-0.3225,0.1495,0.173,0.004,0.168,0.2385,0.078,0.0825,0.0385,0.004,0.0375,-0.079
0.3255,0.334,0.0085,-0.3295,0.1585,0.171,0.002,0.163,0.235,0.0755,0.0805,0.0365,0.005,0.0375,-0.079
0.339,0.339,0.0,-0.339,0.1695,0.1695,-0.0035,0.153,0.227,0.068,0.074,0.0305,0.0055,0.038,-0.0785
0.3295,0.344,0.0145,-0.3365,0.1575,0.179,-0.0035,0.15,0.226,0.069,0.0745,0.03,0.005,0.0425,-0.0775
